selected_iter1,loss_ent,TimestepsSoFar,ev_tdlam_before,iteration,AgentID,selected_iter0,EpRewMean,EpisodesSoFar,loss_pol_surr,loss_kl,loss_pol_entpen,loss_vf_loss,EpLenMean,EpThisIter,TimeElapsed
234,-4.40978908539,25558463,0.857047468424,519,0,518,-157.0,186324,-0.0285039474741,0.0252648780976,,28853.547526,71.541,644,38514.032707452774
518,-3.34819102287,25558617,0.926551945508,519,1,204,592.0,238359,-0.0267905495421,0.0203637383335,,9875.00272624,65.14,790,38553.138877391815
231,-4.41381931305,25607323,0.758308276534,520,0,519,-146.0,186957,-0.0277577219337,0.0257868631355,,32041.354777,71.255,633,38592.795466423035
519,-3.34344363213,25607806,0.917498379946,520,1,336,530.0,239134,-0.0277945036263,0.0205915893894,,11767.2973633,66.197,775,38632.023852825165
254,-4.42797899246,25656194,0.832937031984,521,0,520,120.0,187478,-0.0304561908221,0.0246501265792,,35292.790446,79.59,521,38671.20380473137
520,-3.34973144531,25656701,0.941460326314,521,1,441,573.0,239887,-0.0287862404851,0.0212690468567,,9849.51823934,73.311,753,38710.34531021118
303,-4.43230295181,25706003,0.860691666603,522,0,521,-194.0,188137,-0.0285051906152,0.025423196222,,29528.6576742,70.59,659,38749.80717086792
521,-3.3551633358,25706078,0.786445692182,522,1,235,512.0,240658,-0.0284963751231,0.02128700912,,11701.6791687,65.692,771,38789.004987716675
379,-4.45499801636,25754959,0.779793992639,523,0,522,-201.0,188787,-0.0296314822335,0.0257095881971,,26557.7076823,70.94,650,38828.195118665695
522,-3.35967898369,25755096,0.55853664875,523,1,477,575.0,241458,-0.0273618557549,0.0200583635597,,11247.2891286,63.128,800,38867.23639726639
214,-4.48156404495,25804205,0.719858586788,524,0,523,-43.0,189394,-0.0301151450112,0.0250729261509,,38926.6844482,73.626,607,38906.25746297836
523,-3.3617515564,25803845,0.973780171946,524,1,253,515.0,242214,-0.0275997512702,0.0202125451372,,10266.9606145,66.406,756,38945.49699640274
261,-4.50318717957,25853425,0.816972479224,525,0,524,23.0,189967,-0.0298768080732,0.0265167291121,,34141.0522868,76.658,573,38984.732216358185
524,-3.37196278572,25853599,0.910357393324,525,1,273,546.0,242980,-0.0285076594155,0.0203008909011,,9999.51899211,69.618,766,39024.020698308945
495,-4.52220344543,25902611,0.664058148861,526,0,525,-226.0,190622,-0.0279335977878,0.0265624204961,,25588.4403687,71.429,655,39062.93083071709
525,-3.36906170845,25902729,0.785198614001,526,1,506,497.0,243739,-0.028459312598,0.0208057290874,,11426.4680481,67.22,759,39101.98914909363
517,-4.54351043701,25951661,0.509436428547,527,0,526,-72.0,191222,-0.0281213694252,0.0285191489772,,30240.4193726,74.659,600,39141.12549710274
526,-3.37244105339,25951862,0.9424546808,527,1,402,589.0,244528,-0.0274355575481,0.0201143018979,,10808.5622864,67.384,789,39180.14495444298
78,-4.57063627243,26000818,0.719207435846,528,0,527,-29.0,191811,-0.0312269170536,0.0277240019059,,31597.0356649,74.019,589,39219.386140823364
527,-3.36802482605,26000934,0.951086249202,528,1,439,508.0,245285,-0.0272391427425,0.0214290336007,,13850.8606313,68.981,757,39258.63336658478
387,-4.59514331818,26049841,0.888251565397,529,0,528,62.0,192369,-0.0302395884549,0.0260454598271,,35920.4128418,78.295,558,39297.603068351746
528,-3.36035108566,26050044,0.88681538403,529,1,410,628.0,246081,-0.0286487337289,0.0197636653514,,11038.9749298,68.405,796,39336.84512042999
424,-4.619764328,26099230,0.87370736897,530,0,529,-67.0,192977,-0.0302568470555,0.0273813072902,,30705.5688883,73.232,608,39375.42341589928
529,-3.36828231812,26099252,0.85188908875,530,1,114,473.0,246829,-0.0275065895791,0.0214946116709,,11523.3780212,67.583,748,39414.592602968216
448,-4.63354444504,26148268,0.822864115238,531,0,530,-47.0,193575,-0.0290232981206,0.0261724256367,,35677.9734497,75.336,598,39454.50913786888
530,-3.38145208359,26148495,0.824478387833,531,1,409,566.0,247609,-0.0266928209167,0.0210330573609,,11133.7297109,67.014,780,39493.564420461655
269,-4.66051912308,26197315,0.768837273121,532,0,531,27.0,194142,-0.0305463105542,0.027634158032,,35202.0676676,76.379,567,39532.50555515289
531,-3.38780355453,26197404,0.748726397753,532,1,383,585.0,248400,-0.0282466355226,0.0207081834475,,14227.7932332,66.084,791,39571.32635974884
454,-4.67195749283,26246547,0.604596704245,533,0,532,-81.0,194736,-0.0296199755879,0.0279451220219,,30073.7258911,74.735,594,39610.43621134758
532,-3.4113779068,26246596,0.869197055697,533,1,318,607.0,249193,-0.0259903321275,0.0212300428733,,11178.6478984,67.206,793,39649.04499554634
522,-4.68347501755,26296030,0.624573022127,534,0,533,-143.0,195362,-0.0299111273513,0.0263868973513,,30795.777181,72.655,626,39688.35917758942
533,-3.42393684387,26295717,0.868364498019,534,1,452,578.0,249979,-0.0271775022023,0.0204615410573,,11682.2426961,65.823,786,39727.800881147385
301,-4.70495271683,26344808,0.835165411234,535,0,534,-72.0,195965,-0.0304971959898,0.0260229593841,,29717.3355713,72.886,603,39767.17333126068
534,-3.42719936371,26344814,0.924372725189,535,1,267,536.0,250755,-0.0285856726502,0.0200066333249,,10057.4019979,65.254,776,39806.51228475571
40,-4.73816251755,26394101,0.843899562955,536,0,535,-128.0,196595,-0.0302840979033,0.0279055774445,,27951.3126628,73.201,630,39846.12356901169
535,-3.43597078323,26394365,0.941008929163,536,1,441,543.0,251529,-0.0291571719087,0.0213653091341,,12299.7690226,67.312,774,39886.01901483536
180,-4.75487279892,26442962,0.755455464125,537,0,536,-97.0,197211,-0.029064337461,0.0266943904571,,33342.0512288,74.088,616,39925.87349128723
536,-3.42824029922,26443348,0.737805485725,537,1,454,528.0,252295,-0.0286923695142,0.0216483329035,,12937.7654419,66.964,766,39965.041063547134
372,-4.77441358566,26492314,0.819005981088,538,0,537,-91.0,197821,-0.0303778787881,0.0260024025338,,32393.0203857,74.516,610,40003.759082078934
537,-3.42396378517,26492766,0.678656667471,538,1,392,610.0,253088,-0.026874318098,0.0217526618702,,11128.8300374,69.384,793,40042.73098111153
383,-4.78712177277,26541369,0.875933006406,539,0,538,131.0,198340,-0.0285515873596,0.0283296312361,,34066.7509359,79.51,519,40081.606617212296
538,-3.42505335808,26541471,0.862262383103,539,1,508,589.0,253865,-0.0258077636536,0.022542953724,,10091.2474416,68.141,777,40120.956488609314
247,-4.80664348602,26590688,0.795070335269,540,0,539,-135.0,198969,-0.0290289167218,0.0267483310696,,32421.636027,72.225,629,40160.07768654823
539,-3.42741250992,26590737,0.940296649933,540,1,117,504.0,254625,-0.026955559452,0.0198317612133,,7231.54224141,67.241,760,40199.16194987297
105,-4.81969881058,26639824,0.800227075815,541,0,540,135.0,199508,-0.0287634185515,0.0299444701911,,38397.8904215,79.965,539,40238.50150680542
540,-3.43202352524,26639963,0.974795127288,541,1,166,607.0,255400,-0.0263704832275,0.0196341399181,,11163.1950785,70.642,775,40277.45295500755
486,-4.84033536911,26688777,0.601392835379,542,0,541,-105.0,200129,-0.028642540623,0.0274345681925,,37947.5791016,73.244,621,40316.50517487526
541,-3.42900252342,26689248,0.922954589128,542,1,117,550.0,256179,-0.0290252543831,0.0194907031643,,12487.8896688,65.714,779,40355.587624549866
480,-4.86694383621,26738193,0.801102370024,543,0,542,-154.0,200760,-0.0311257027303,0.026206633891,,26438.5437419,72.859,631,40394.340391635895
542,-3.43791365623,26737718,0.746314436197,543,1,279,586.0,256966,-0.027283074441,0.0197028244923,,10768.652242,65.303,787,40433.378482580185
468,-4.87931060791,26787101,0.903248988092,544,0,543,-188.0,201414,-0.029630246417,0.0247849569035,,31971.8508504,69.886,654,40472.40794157982
543,-3.45695352554,26787500,0.924698553979,544,1,224,573.0,257756,-0.0261093686762,0.0203603988436,,8762.68056234,65.371,790,40511.423216581345
522,-4.90157079697,26836609,0.858454346657,545,0,544,-172.0,202067,-0.0284828991522,0.0262588909439,,31166.3754069,71.746,653,40549.88246130943
544,-3.46380496025,26836389,0.823509946465,545,1,482,620.0,258563,-0.0263740853115,0.0193835869431,,11611.3534622,64.92,807,40588.848160266876
324,-4.92601299286,26885787,0.8560410887,546,0,545,-139.0,202705,-0.0292063563635,0.0283616908515,,34789.880127,71.352,638,40627.79086303711
545,-3.48272275925,26885615,0.94414440915,546,1,319,619.0,259388,-0.0259273324433,0.0197805140633,,8437.64564006,60.928,825,40667.009972810745
344,-4.94254302979,26934921,0.707658797503,547,0,546,2.0,203298,-0.0288797537408,0.0284432819656,,32985.264384,73.394,593,40706.300688028336
546,-3.49272036552,26934856,0.866658836603,547,1,527,544.0,260154,-0.0272068886067,0.0220956018505,,13942.9629211,67.884,766,40745.796687603
505,-4.94908714294,26983807,0.577148735523,548,0,547,-151.0,203929,-0.0309403676268,0.0271778526949,,33885.1801351,72.508,631,40785.55339074135
547,-3.50724935532,26984035,0.958421107382,548,1,201,554.0,260922,-0.0267483842617,0.0198516754123,,10192.3825429,68.711,768,40824.783098459244
531,-4.98137187958,27032524,0.784695342183,549,0,548,-53.0,204531,-0.0290541600164,0.0276338659848,,33338.4666748,74.619,602,40864.04828238487
548,-3.51342654228,27033325,0.869707837701,549,1,405,640.0,261745,-0.0258748099732,0.0201836214401,,10101.9007161,63.01,823,40903.56333947182
505,-4.99726819992,27082226,0.81461443007,550,0,549,-183.0,205187,-0.0263634811466,0.0296397716738,,28109.3326213,69.956,656,40942.75942969322
549,-3.50487947464,27082431,0.954919785261,550,1,508,564.0,262520,-0.0264876940831,0.0205150589657,,9885.58469391,67.317,775,40982.00385308266
431,-5.01208782196,27131479,0.565192073584,551,0,550,-38.0,205789,-0.0298136740651,0.0276451510144,,36070.6526693,74.625,602,41021.206532239914
550,-3.51026701927,27131438,0.832109034061,551,1,408,606.0,263323,-0.0263798709396,0.0209761513785,,11343.5090993,64.036,803,41059.63152337074
133,-5.0391459465,27180323,0.837092369795,552,0,551,115.0,206324,-0.0312163607353,0.0299040657313,,40104.6126302,78.009,535,41099.621441841125
551,-3.51971435547,27180715,0.830668717623,552,1,549,617.0,264132,-0.0268868413502,0.0191649469392,,11232.1015778,65.895,809,41138.90853667259
426,-5.057492733,27229810,0.723994791508,553,0,552,-161.0,206970,-0.0291182626,0.0255052722447,,35960.4420573,71.177,646,41178.27330470085
552,-3.52210879326,27229762,0.754797950387,553,1,495,631.0,264944,-0.026480379204,0.0186630890239,,8686.31658936,63.246,812,41217.41031527519
432,-5.07348918915,27279039,0.702568471432,554,0,553,-296.0,207665,-0.0290755985673,0.0254129051076,,26963.1251628,67.781,695,41256.86732339859
553,-3.52641201019,27278833,0.947100546211,554,1,295,611.0,265759,-0.0267677110872,0.0206492964644,,9897.23535156,62.836,815,41296.00455570221
90,-5.09725141525,27327791,0.887276448309,555,0,554,43.0,208224,-0.0287632653684,0.0286866616225,,32552.2843831,74.83,559,41335.702788591385
554,-3.51641821861,27328060,0.922987252474,555,1,515,563.0,266554,-0.0269607548738,0.0201966051245,,12787.8166606,64.646,795,41375.38214921951
458,-5.10856533051,27376941,0.851283982396,556,0,555,-49.0,208829,-0.0280560869044,0.0293399771908,,36329.3538818,72.91,605,41414.853486299515
555,-3.5318775177,27377226,0.832658424973,556,1,385,614.0,267357,-0.0277961979785,0.0205248750669,,10203.2241109,65.641,803,41454.1604654789
52,-5.11857795715,27426310,0.804926887155,557,0,556,-150.0,209464,-0.0300608368998,0.0261362317639,,32864.9492391,71.001,635,41493.7327568531
556,-3.52575564384,27426205,0.946962114424,557,1,245,590.0,268164,-0.0261658085704,0.019184817172,,9541.37075806,64.095,807,41533.5209505558
346,-5.13707351685,27475548,0.831326812506,558,0,557,-105.0,210087,-0.0287096018243,0.0274547395917,,33038.5197347,71.941,623,41572.7857837677
557,-3.5376727581,27475200,0.941492959857,558,1,417,530.0,268937,-0.0282082768002,0.0193191004607,,9648.50232951,64.569,773,41612.36356091499
441,-5.14257764816,27524537,0.761656984687,559,0,558,71.0,210636,-0.0302080244243,0.0314181565773,,35260.7937012,77.293,549,41651.69689965248
558,-3.55432081223,27524795,0.899103365839,559,1,475,618.0,269749,-0.0271935559091,0.0200516985497,,10500.8048248,65.244,812,41691.19019961357
472,-5.14409017563,27573792,0.841727435589,560,0,559,51.0,211205,-0.0304691582132,0.0269619350244,,43544.9431152,76.163,569,41730.6075797081
559,-3.56439614296,27573968,0.748920083046,560,1,389,743.0,270594,-0.025582403158,0.0195296035381,,7787.98096466,63.737,845,41769.74891376495
465,-5.14546966553,27622842,0.783438533545,561,0,560,-30.0,211809,-0.0288942842938,0.0274721250947,,39410.0948079,71.668,604,41810.02159023285
560,-3.58013510704,27623059,0.94054992497,561,1,386,606.0,271400,-0.026475002087,0.0203399568951,,9595.67406718,64.957,806,41849.20752596855
480,-5.16657876968,27672073,0.818052574992,562,0,561,-182.0,212459,-0.0301229886633,0.0264130901778,,30773.3039754,70.405,650,41888.536947250366
561,-3.57696127892,27672121,0.70247220993,562,1,247,616.0,272215,-0.0258148332008,0.0198239839713,,8933.49264526,62.129,815,41928.13028049469
3,-5.19193840027,27721035,0.778191119432,563,0,562,-229.0,213134,-0.0296670657311,0.0254575596579,,27573.9960531,68.688,675,41967.56853199005
562,-3.57354831696,27721421,0.863910883665,563,1,345,675.0,273064,-0.0249605857098,0.0190145621697,,9878.58030701,59.471,849,42007.2304122448
419,-5.21411037445,27770422,0.724125891924,564,0,563,53.0,213711,-0.0293831792854,0.0279055887756,,40397.0389811,73.772,577,42046.8935379982
563,-3.57110190392,27770574,0.721479088068,564,1,494,620.0,273867,-0.028051430733,0.020221586378,,10661.4362996,63.905,803,42086.51900315285
415,-5.23094797134,27819368,0.883414886892,565,0,564,-190.0,214359,-0.0294547081479,0.0297863293284,,29984.6330363,70.797,648,42126.508823633194
564,-3.57783269882,27819610,0.284988760948,565,1,498,568.0,274664,-0.0276277095545,0.0204609735326,,9399.86868286,62.302,797,42166.082926511765
255,-5.24385261536,27868655,0.799165382981,566,0,565,-11.0,214947,-0.028265374441,0.027279367166,,39188.9864502,75.361,588,42205.5760974884
565,-3.5793492794,27868118,0.947970021516,566,1,330,610.0,275470,-0.0275454346071,0.0196960937077,,10991.7898051,63.818,806,42245.223437547684
319,-5.2544708252,27917754,0.76593452692,567,0,566,-314.0,215647,-0.0277182357289,0.0295507135258,,27964.1331177,66.518,700,42284.02564120293
566,-3.58629083633,27917958,0.723669230938,567,1,549,658.0,276297,-0.0267690792098,0.0189042057609,,7710.65464783,63.267,827,42323.463602781296
371,-5.27070617676,27966882,0.64228913188,568,0,567,-81.0,216263,-0.0262587206817,0.0287612149259,,35420.2121175,72.111,616,42361.750838279724
567,-3.58795595169,27967024,0.749282568693,568,1,332,670.0,277134,-0.0258785841967,0.0191391574141,,8554.91692098,61.255,837,42401.17365312576
453,-5.28307008743,28015983,0.712221026421,569,0,568,-23.0,216868,-0.027855104272,0.0272218006818,,38162.6315715,71.738,605,42440.61439013481
568,-3.59358382225,28016225,0.688329428434,569,1,551,590.0,277944,-0.0264528682649,0.0190347153305,,9933.16157532,61.511,810,42480.37498116493
567,-5.30131340027,28065224,0.709042042494,570,0,569,-102.0,217490,-0.0296015280376,0.0268075011748,,34873.0111491,71.869,622,42520.08078837395
569,-3.60569620132,28065521,0.868182599545,570,1,395,679.0,278778,-0.0265029292786,0.0197313689083,,10686.5290222,62.46,834,42559.51354241371
427,-5.31954526901,28114698,0.543643593788,571,0,570,-252.0,218175,-0.0290343779391,0.0247261208327,,31511.0697835,67.53,685,42599.83820271492
570,-3.60954546928,28114622,0.743789672852,571,1,448,617.0,279595,-0.0275999156196,0.0202910881878,,10773.4044088,62.371,817,42640.15178871155
521,-5.33093500137,28163688,0.882309734821,572,0,571,-273.0,218870,-0.0286435640155,0.0247824954179,,26742.5252686,67.013,695,42679.92217588425
571,-3.62684774399,28163791,0.873205840588,572,1,438,587.0,280402,-0.0267045106448,0.0195338445871,,12303.7367401,62.905,807,42719.52881360054
449,-5.354991436,28212925,0.738289833069,573,0,572,-325.0,219569,-0.0269604781546,0.0271984469534,,26321.8406982,67.283,699,42759.223544597626
572,-3.63206744194,28212929,0.819452106953,573,1,325,604.0,281223,-0.027656632689,0.0206465712981,,13399.6286112,61.374,821,42798.95486283302
508,-5.3793091774,28261739,0.846691906452,574,0,573,-92.0,220194,-0.0306530867917,0.027676408994,,31746.0543213,71.03,625,42838.13982820511
573,-3.63897585869,28262021,0.908012375236,574,1,487,654.0,282043,-0.0259345364563,0.0187965408356,,10239.7066956,64.393,820,42877.91785264015
378,-5.39208889008,28310873,0.866727843881,575,0,574,-103.0,220832,-0.0285690565409,0.026959018743,,34213.9309896,71.158,638,42916.166976213455
574,-3.6383831501,28310901,0.91473133862,575,1,377,645.0,282854,-0.0278232257066,0.0193454201411,,12725.1122437,65.535,811,42955.56126785278
324,-5.42122030258,28360026,0.777745395899,576,0,575,-140.0,221467,-0.0288390146646,0.027300719133,,33294.786499,71.749,635,42994.79874396324
575,-3.64104819298,28360015,0.887717753649,576,1,410,678.0,283703,-0.0254664560101,0.0202196858979,,11703.8429667,60.361,849,43033.97311544418
403,-5.43233919144,28409170,0.860257923603,577,0,576,-169.0,222111,-0.0288941661711,0.0277528038326,,30068.0871379,69.768,644,43072.48569941521
576,-3.66233706474,28409526,0.77345789969,577,1,320,663.0,284547,-0.0250965119873,0.0180375898684,,8227.95470174,61.115,844,43112.14767789841
194,-5.45170211792,28458419,0.786713674664,578,0,577,29.0,222703,-0.0292009372885,0.0268040002557,,43144.4115397,72.835,592,43151.73810839653
577,-3.66594195366,28458736,0.941114541143,578,1,273,703.0,285386,-0.0265838513927,0.0187355218998,,7671.96338145,62.843,839,43190.62203359604
525,-5.46398830414,28507603,0.810288384557,579,0,578,-200.0,223374,-0.0276211056043,0.0261546280623,,33654.1668498,68.624,671,43230.00101876259
578,-3.67710757256,28507381,0.689084082842,579,1,559,654.0,286215,-0.0253997034742,0.0185242448157,,8574.32156118,60.882,829,43269.4727807045
573,-5.48168992996,28556531,0.8378264606,580,0,579,-6.0,223973,-0.0293635761676,0.0284842510009,,34891.9717204,72.608,599,43309.464675188065
579,-3.67144823074,28557025,0.425159692764,580,1,570,589.0,287023,-0.0273294156844,0.0200881983231,,11497.2513529,62.979,808,43348.8618478775
450,-5.48299026489,28605563,0.883498318493,581,0,580,41.0,224537,-0.0294993755136,0.027453237446,,35159.8324788,74.777,564,43388.81211400032
580,-3.66779828072,28606005,0.531629413366,581,1,257,757.0,287875,-0.0259894398817,0.0200941301882,,7360.03913371,63.933,852,43427.72621035576
282,-5.48930168152,28654981,0.793396189809,582,0,581,-212.0,225196,-0.0272953643871,0.0263880647253,,29317.1822103,68.642,659,43467.32047390938
581,-3.68445158005,28655022,0.671681672335,582,1,271,683.0,288715,-0.0269725582912,0.0196897382848,,6527.45845668,62.343,840,43506.1008746624
377,-5.50572872162,28703934,0.869627311826,583,0,582,-90.0,225824,-0.0260257438786,0.0291845965354,,33807.8088379,69.895,628,43545.83647918701
582,-3.68633937836,28704369,0.635439366102,583,1,389,621.0,289539,-0.0250730722231,0.0211374168672,,10348.9405874,61.846,824,43585.65964055061
551,-5.52282810211,28753231,0.729475408792,584,0,583,-96.0,226461,-0.0294253382114,0.025702468624,,39780.2779134,70.907,637,43625.337742328644
583,-3.69825458527,28753650,0.809995383024,584,1,430,653.0,290357,-0.0266079648475,0.019305200316,,8688.27101135,62.893,818,43665.21314787865
338,-5.52479124069,28802587,0.773450508714,585,0,584,146.0,227000,-0.0297425907047,0.0297254958035,,39600.0727946,77.296,539,43704.917540073395
584,-3.70019435883,28802722,0.93955777958,585,1,352,728.0,291186,-0.0267205745913,0.0195139521578,,9318.06475321,67.223,829,43744.45194506645
376,-5.52600002289,28851647,0.759130552411,586,0,585,-199.0,227662,-0.0263692037358,0.0272747767546,,31976.1271769,68.836,662,43783.301884412766
585,-3.71489214897,28851870,0.780040800571,586,1,580,664.0,292024,-0.0276925339131,0.0199394498486,,14339.6741842,62.802,838,43822.90319085121
483,-5.5374341011,28901005,0.73556137085,587,0,586,-222.0,228326,-0.0278954825189,0.026835906591,,32816.4209188,69.654,664,43862.304154872894
586,-3.71148300171,28901079,0.880286961794,587,1,580,673.0,292857,-0.0268544528711,0.0203615099502,,11853.2225342,64.161,833,43901.85466694832
538,-5.54163646698,28950048,0.694224298,588,0,587,-277.0,229023,-0.0289619625643,0.0253169375161,,28620.6159871,66.927,697,43941.47518634796
587,-3.71704077721,28950071,0.922827415168,588,1,339,648.0,293691,-0.0265683209679,0.0196096520716,,8212.36931101,59.461,834,43980.917231082916
530,-5.55273723602,28998997,0.762307718396,589,0,588,-135.0,229677,-0.0289572220063,0.0259483156648,,36785.1413981,69.386,654,44020.32292151451
588,-3.72386074066,28999391,0.796060204506,589,1,160,634.0,294513,-0.0277669702773,0.0192625584314,,10663.981486,62.705,822,44059.92960882187
430,-5.57031536102,29048245,0.843294069171,590,0,589,-57.0,230279,-0.0279874529515,0.0279492764967,,37538.7625732,72.843,602,44099.53012132645
589,-3.73040390015,29048452,0.907322406769,590,1,450,681.0,295349,-0.0254660570548,0.0214645720553,,11603.0956828,62.702,836,44139.283982515335
430,-5.58285045624,29097243,0.704774081707,591,0,590,-315.0,230976,-0.0290598794139,0.02363988047,,26522.9126587,66.58,697,44179.102687597275
590,-3.72752380371,29097588,0.46351480484,591,1,402,658.0,296189,-0.0249056902733,0.0201456078018,,8637.53480275,59.709,840,44218.6771812439
284,-5.59925365448,29146468,0.700698643923,592,0,591,-209.0,231640,-0.0291201783111,0.0265438376615,,24296.4936523,68.645,664,44258.28570818901
591,-3.71600437164,29146759,0.936317123473,592,1,296,605.0,297016,-0.0268718913042,0.0178512525357,,10606.0369466,60.129,827,44297.802778720856
531,-5.60156202316,29195654,0.884938798845,593,0,592,-134.0,232275,-0.0282137998729,0.0265091913364,,33737.8468424,71.164,635,44337.44011545181
592,-3.70637321472,29195531,0.917007118464,593,1,492,641.0,297842,-0.0272187635031,0.0189358762388,,11164.9852346,63.2,826,44377.335237026215
445,-5.61274957657,29244887,0.860783845186,594,0,593,-21.0,232869,-0.0289982111329,0.0261898741592,,38297.0448812,73.737,594,44417.11509561539
593,-3.71742343903,29244961,0.902884952724,594,1,279,738.0,298705,-0.0254974041115,0.0193918515385,,10457.8618266,61.999,863,44456.788927555084
273,-5.62928342819,29294301,0.689212948084,595,0,594,-185.0,233526,-0.0262375193415,0.0262455100892,,33179.1394857,68.958,657,44496.58417034149
594,-3.73109436035,29294131,0.896335706115,595,1,579,677.0,299553,-0.026195908334,0.0190262691273,,8317.92926025,59.736,848,44538.02433371544
268,-5.63904619217,29343218,0.759648606181,596,0,595,-50.0,234150,-0.028550202609,0.025363473959,,38722.7937419,70.067,624,44577.640206575394
595,-3.74048185349,29343423,0.964341193438,596,1,298,739.0,300395,-0.0263294449542,0.0196690914842,,8558.20670573,65.469,842,44617.31556606293
311,-5.65853691101,29392218,0.57481071353,597,0,596,62.0,234709,-0.0285167280235,0.0277997683734,,36978.2200521,74.8,559,44657.35690450668
596,-3.74736237526,29392557,0.729228109121,597,1,518,763.0,301248,-0.0256011063902,0.0194688766496,,6355.95641581,64.894,853,44696.99928689003
164,-5.67493724823,29441427,0.823196291924,598,0,597,-69.0,235342,-0.0258948767441,0.0293498133542,,39447.0662028,70.214,633,44736.676567554474
597,-3.74873137474,29441555,0.856330037117,598,1,517,657.0,302064,-0.0260070028016,0.0182208265954,,8952.22556559,63.189,816,44776.46322107315
563,-5.68148612976,29490812,0.660079658031,599,0,598,-171.0,235993,-0.0278978579154,0.0249812253751,,29978.9795125,70.705,651,44816.21914386749
598,-3.75715351105,29490904,0.374006330967,599,1,474,684.0,302903,-0.0264581217877,0.0189531723348,,9003.95508321,62.543,839,44855.85018658638
117,-5.70161962509,29539809,0.791804149747,600,0,599,-149.0,236647,-0.0273500109227,0.0255949553878,,34813.1054484,69.855,654,44895.54694223404
599,-3.77539086342,29540041,0.95076148212,600,1,467,724.0,303759,-0.0245081908167,0.0175840280717,,8681.62412008,62.106,856,44935.30846571922
597,-5.71923923492,29589087,0.82661151886,601,0,600,-342.0,237376,-0.0269297967946,0.0273550517935,,27269.8029378,64.244,729,44975.57581138611
600,-3.79510164261,29589271,0.938353028148,601,1,357,782.0,304647,-0.0250344662539,0.0186728030288,,8080.2575709,58.986,888,45015.248717308044
384,-5.74743938446,29638165,0.750339344144,602,0,601,-184.0,238030,-0.0268884966596,0.0281688317579,,30596.6181641,68.317,654,45055.041603803635
601,-3.80076909065,29637893,0.87200640142,602,1,302,627.0,305469,-0.0271580537616,0.0192567946312,,9974.41164144,61.782,822,45094.576253414154
482,-5.76680421829,29687292,0.840854093432,603,0,602,-42.0,238645,-0.027077896375,0.0281580587228,,40957.5338135,72.454,615,45134.46421480179
602,-3.80529880524,29687508,0.411131381989,603,1,581,708.0,306336,-0.0255325324057,0.0183028983107,,8478.44385274,57.671,867,45174.324780225754
519,-5.78674077988,29736608,0.514217764139,604,0,603,-266.0,239337,-0.0281162859804,0.0270140984406,,30003.5960083,67.708,692,45214.14468073845
603,-3.80924916267,29736296,0.923784807324,604,1,126,625.0,307163,-0.0259490390114,0.0180499721124,,13074.8223979,62.416,827,45253.909905433655
407,-5.79487991333,29785159,0.827428609133,605,0,604,-119.0,239963,-0.0255148089394,0.0309616329614,,31652.3324788,71.779,626,45293.680723667145
604,-3.8220705986,29785096,0.530291348696,605,1,402,726.0,308012,-0.0248066161779,0.0187896006585,,6541.58911133,61.383,849,45333.60547590256
460,-5.80028295517,29834606,0.712242126465,606,0,605,-126.0,240594,-0.0273948169973,0.0289362682185,,34798.1567993,70.996,631,45373.52229690552
605,-3.83491277695,29834754,0.595194905996,606,1,479,670.0,308866,-0.0234633235232,0.0202874495105,,9479.83643595,59.122,854,45413.20239186287
435,-5.82067918777,29883857,0.733307212591,607,0,606,-197.0,241250,-0.0275719876324,0.0267288699203,,32090.8228556,69.414,656,45452.93827795982
606,-3.84753108025,29884084,0.92625592649,607,1,140,649.0,309702,-0.025654697684,0.0203347891026,,10079.7776642,61.171,836,45492.6301984787
426,-5.83788824081,29932824,0.760623574257,608,0,607,-61.0,241859,-0.0285354333027,0.0272476073975,,32232.6625773,71.503,609,45532.42744779587
607,-3.85656714439,29933183,0.901125431061,608,1,487,732.0,310573,-0.0249107149139,0.01877442759,,9758.82460022,59.352,871,45572.21666812897
588,-5.83264112473,29982226,0.751052588224,609,0,608,-176.0,242514,-0.0274721810759,0.0277071447344,,33860.068929,68.794,655,45612.36727190018
608,-3.85944867134,29982325,0.900084905326,609,1,114,732.0,311439,-0.0249565549699,0.0180095500546,,7980.80566661,58.754,866,45652.316622018814
478,-5.82718229294,30031439,0.82597887516,610,0,609,-8.0,243110,-0.0278743495195,0.0280784972322,,33595.543457,72.235,596,45692.32906937599
609,-3.84521102905,30031415,0.844907462597,610,1,607,697.0,312304,-0.0266772796846,0.0191440309864,,11000.4228465,58.751,865,45732.0420460701
528,-5.83593511581,30080272,0.666236698627,611,0,610,-145.0,243747,-0.0270943441622,0.0278200671698,,34243.771342,69.235,637,45771.804181814194
610,-3.8644900322,30080032,0.971942383796,611,1,262,645.0,313140,-0.026133160233,0.0196684730472,,8904.38238017,59.198,836,45812.096129179
176,-5.84729242325,30129637,0.842420831323,612,0,611,-106.0,244380,-0.0280752805702,0.0262847297514,,36632.6142578,70.807,633,45851.89561724663
611,-3.87837266922,30129820,0.904402494431,612,1,352,720.0,314003,-0.0247191658903,0.0196862280912,,9230.81080627,60.205,863,45892.091526031494
431,-5.87032222748,30178736,0.767620503902,613,0,612,-227.0,245069,-0.0246804093719,0.0271284218955,,36957.7980143,66.465,689,45932.05302095413
